2.25	1.01	2.25
2.24965	1.01	2.25
2.24858	1.01	2.25
2.2468	1.01	2.25
2.24432	1.01	2.25
2.24113	1.01	2.25
2.23723	1.01	2.25
2.23264	1.01	2.25
2.22734	1.01	2.25
2.22134	1.01	2.25
2.21466	1.01	2.25
2.20728	1.01	2.25
2.19922	1.01	2.25
2.19049	1.01	2.25
2.18108	1.01	2.25
2.171	1.01	2.25
2.16026	1.01	2.25
2.14887	1.01	2.25
2.13683	1.01	2.25
2.12415	1.01	2.25
2.11085	1.01	2.25
2.09691	1.01	2.25
2.08237	1.01	2.25
2.06722	1.01	2.25
2.05147	1.01	2.25
2.03514	1.01	2.25
2.01824	1.01	2.25
2.00077	1.01	2.25
1.98275	1.01	2.25
1.96418	1.01	2.25
1.94509	1.01	2.25
1.92548	1.01	2.25
1.90536	1.01	2.25
1.88475	1.01	2.25
1.86366	1.01	2.25
1.8421	1.01	2.25
1.82009	1.01	2.25
1.79764	1.01	2.25
1.77477	1.01	2.25
1.75149	1.01	2.25
1.72781	1.01	2.25
1.70374	1.01	2.25
1.67932	1.01	2.25
1.65454	1.01	2.25
1.62943	1.01	2.25
1.604	1.01	2.25
1.57827	1.01	2.25
1.55225	1.01	2.25
1.52596	1.01	2.25
1.49942	1.01	2.25
1.47264	1.01	2.25
1.44565	1.01	2.25
1.41845	1.01	2.25
1.39106	1.01	2.25
1.36351	1.01	2.25
1.3358	1.01	2.25
1.30797	1.01	2.25
1.28001	1.01	2.25
1.25196	1.01	2.25
1.22383	1.01	2.25
1.19564	1.01	2.25
1.1674	1.01	2.25
1.13914	1.01	2.25
1.11086	1.01	2.25
1.0826	1.01	2.25
1.05436	1.01	2.25
1.02617	1.01	2.25
0.998037	1.01	2.25
0.969986	1.01	2.25
0.942033	1.01	2.25
0.914196	1.01	2.25
0.886492	1.01	2.25
0.858939	1.01	2.25
0.831554	1.01	2.25
0.804354	1.01	2.25
0.777356	1.01	2.25
0.750578	1.01	2.25
0.724037	1.01	2.25
0.697749	1.01	2.25
0.671731	1.01	2.25
0.645999	1.01	2.25
0.620569	1.01	2.25
0.595458	1.01	2.25
0.570682	1.01	2.25
0.546256	1.01	2.25
0.522195	1.01	2.25
0.498515	1.01	2.25
0.475231	1.01	2.25
0.452357	1.01	2.25
0.429908	1.01	2.25
0.407898	1.01	2.25
0.386341	1.01	2.25
0.365251	1.01	2.25
0.34464	1.01	2.25
0.324523	1.01	2.25
0.304911	1.01	2.25
0.285817	1.01	2.25
0.267252	1.01	2.25
0.24923	1.01	2.25
0.231761	1.01	2.25
0.214856	1.01	2.25
0.198526	1.01	2.25
0.182781	1.01	2.25
0.167632	1.01	2.25
0.153086	1.01	2.25
0.139155	1.01	2.25
0.125847	1.01	2.25
0.113169	1.01	2.25
0.101131	1.01	2.25
0.0897395	1.01	2.25
0.0790018	1.01	2.25
0.0689247	1.01	2.25
0.0595147	1.01	2.25
0.0507777	1.01	2.25
0.0427192	1.01	2.25
0.0353442	1.01	2.25
0.0286576	1.01	2.25
0.0226634	1.01	2.25
0.0173654	1.01	2.25
0.0127671	1.01	2.25
0.00887126	1.01	2.25
0.00568041	1.01	2.25
0.00319654	1.01	2.25
0.00142122	1.01	2.25
0.000355587	1.01	2.25
3e-07	1.01	2.25
0.000355587	1.01	2.25
0.00142122	1.01	2.25
0.00319654	1.01	2.25
0.00568041	1.01	2.25
0.00887126	1.01	2.25
0.0127671	1.01	2.25
0.0173654	1.01	2.25
0.0226634	1.01	2.25
0.0286576	1.01	2.25
0.0353442	1.01	2.25
0.0427192	1.01	2.25
0.0507777	1.01	2.25
0.0595147	1.01	2.25
0.0689247	1.01	2.25
0.0790018	1.01	2.25
0.0897395	1.01	2.25
0.101131	1.01	2.25
0.113169	1.01	2.25
0.125847	1.01	2.25
0.139155	1.01	2.25
0.153086	1.01	2.25
0.167632	1.01	2.25
0.182781	1.01	2.25
0.198526	1.01	2.25
0.214856	1.01	2.25
0.231761	1.01	2.25
0.24923	1.01	2.25
0.267252	1.01	2.25
0.285817	1.01	2.25
0.304911	1.01	2.25
0.324523	1.01	2.25
0.34464	1.01	2.25
0.365251	1.01	2.25
0.386341	1.01	2.25
0.407898	1.01	2.25
0.429908	1.01	2.25
0.452357	1.01	2.25
0.475231	1.01	2.25
0.498515	1.01	2.25
0.522195	1.01	2.25
0.546256	1.01	2.25
0.570682	1.01	2.25
0.595458	1.01	2.25
0.620569	1.01	2.25
0.645999	1.01	2.25
0.671731	1.01	2.25
0.697749	1.01	2.25
0.724037	1.01	2.25
0.750578	1.01	2.25
0.777356	1.01	2.25
0.804354	1.01	2.25
0.831554	1.01	2.25
0.858939	1.01	2.25
0.886492	1.01	2.25
0.914196	1.01	2.25
0.942033	1.01	2.25
0.969986	1.01	2.25
0.998037	1.01	2.25
1.02617	1.01	2.25
1.05436	1.01	2.25
1.0826	1.01	2.25
1.11086	1.01	2.25
1.13914	1.01	2.25
1.1674	1.01	2.25
1.19564	1.01	2.25
1.22383	1.01	2.25
1.25196	1.01	2.25
1.28001	1.01	2.25
1.30797	1.01	2.25
1.3358	1.01	2.25
1.36351	1.01	2.25
1.39106	1.01	2.25
1.41845	1.01	2.25
1.44565	1.01	2.25
1.47264	1.01	2.25
1.49942	1.01	2.25
1.52596	1.01	2.25
1.55225	1.01	2.25
1.57827	1.01	2.25
1.604	1.01	2.25
1.62943	1.01	2.25
1.65454	1.01	2.25
1.67932	1.01	2.25
1.70374	1.01	2.25
1.72781	1.01	2.25
1.75149	1.01	2.25
1.77477	1.01	2.25
1.79764	1.01	2.25
1.82009	1.01	2.25
1.8421	1.01	2.25
1.86366	1.01	2.25
1.88475	1.01	2.25
1.90536	1.01	2.25
1.92548	1.01	2.25
1.94509	1.01	2.25
1.96418	1.01	2.25
1.98275	1.01	2.25
2.00077	1.01	2.25
2.01824	1.01	2.25
2.03514	1.01	2.25
2.05147	1.01	2.25
2.06722	1.01	2.25
2.08237	1.01	2.25
2.09691	1.01	2.25
2.11085	1.01	2.25
2.12415	1.01	2.25
2.13683	1.01	2.25
2.14887	1.01	2.25
2.16026	1.01	2.25
2.171	1.01	2.25
2.18108	1.01	2.25
2.19049	1.01	2.25
2.19922	1.01	2.25
2.20728	1.01	2.25
2.21466	1.01	2.25
2.22134	1.01	2.25
2.22734	1.01	2.25
2.23264	1.01	2.25
2.23723	1.01	2.25
2.24113	1.01	2.25
2.24432	1.01	2.25
2.2468	1.01	2.25
2.24858	1.01	2.25
2.24965	1.01	2.25
2.25	1.01	2.25
