0.286731	-4.90113e-12	0.662709	0.3	0.1	0.5	0	-0.785398	-0	-2.18166	-0	1.39626	-0
0.286834	0.000920598	0.661122	0.3	0.1	0.5	5.6e-05	-0.786053	0.001523	-2.18583	0.002131	1.39749	0.001421
0.28706	0.00302163	0.657576	0.3	0.1	0.5	0.000238	-0.787238	0.005027	-2.19483	0.006861	1.39965	0.004384
0.287382	0.00636524	0.651891	0.3	0.1	0.5	0.000639	-0.788797	0.01067	-2.20887	0.014174	1.40246	0.008607
0.287762	0.0108573	0.644175	0.3	0.1	0.5	0.001377	-0.790355	0.018371	-2.22735	0.023675	1.40551	0.013542
0.288067	0.0149206	0.637128	0.3	0.1	0.5	0.002236	-0.791246	0.025454	-2.24372	0.031984	1.40779	0.017396
0.288357	0.0191796	0.629688	0.3	0.1	0.5	0.003333	-0.791641	0.032997	-2.26052	0.040415	1.40982	0.020895
0.288598	0.0230486	0.622894	0.3	0.1	0.5	0.004508	-0.791505	0.039955	-2.27545	0.047825	1.41142	0.023638
0.288988	0.0298386	0.610906	0.3	0.1	0.5	0.006994	-0.790053	0.05241	-2.30082	0.060233	1.41376	0.027541
0.289248	0.0345995	0.602476	0.3	0.1	0.5	0.009081	-0.78804	0.061324	-2.31789	0.068431	1.4151	0.029642
0.289476	0.0387666	0.595093	0.3	0.1	0.5	0.011156	-0.785547	0.069243	-2.3323	0.075229	1.41609	0.031086
0.289678	0.0423566	0.588741	0.3	0.1	0.5	0.013142	-0.782814	0.076147	-2.34426	0.080771	1.41681	0.03205
0.28999	0.0475105	0.57965	0.3	0.1	0.5	0.016336	-0.777865	0.086179	-2.36063	0.088154	1.41761	0.033001
0.290262	0.0515803	0.572511	0.3	0.1	0.5	0.019164	-0.773045	0.094186	-2.37282	0.093449	1.41803	0.033414
0.290551	0.0554375	0.56579	0.3	0.1	0.5	0.022116	-0.767672	0.101826	-2.3837	0.097973	1.41822	0.033541
0.290857	0.0590805	0.559496	0.3	0.1	0.5	0.025165	-0.761832	0.109071	-2.3933	0.101751	1.41818	0.033435
0.291217	0.0628431	0.553065	0.3	0.1	0.5	0.028604	-0.754965	0.116561	-2.40248	0.105088	1.41789	0.033101
0.291565	0.0660472	0.547656	0.3	0.1	0.5	0.031785	-0.748407	0.122924	-2.40964	0.107425	1.41739	0.032641
0.291931	0.0690519	0.54265	0.3	0.1	0.5	0.034998	-0.741627	0.128859	-2.41575	0.109147	1.41668	0.032061
0.292237	0.0713166	0.538926	0.3	0.1	0.5	0.03758	-0.736091	0.133299	-2.41994	0.110114	1.41596	0.031526
0.292675	0.0742368	0.534194	0.3	0.1	0.5	0.041133	-0.728379	0.138962	-2.42477	0.110895	1.41475	0.030708
0.293129	0.0769428	0.529889	0.3	0.1	0.5	0.044672	-0.720626	0.144126	-2.42863	0.111106	1.41332	0.029814
0.293509	0.0790061	0.526665	0.3	0.1	0.5	0.047546	-0.714303	0.147994	-2.43113	0.110902	1.41198	0.029038
0.293982	0.0813527	0.523065	0.3	0.1	0.5	0.051023	-0.706651	0.1523	-2.43349	0.110244	1.41015	0.028046
0.294373	0.0831372	0.520382	0.3	0.1	0.5	0.05383	-0.70049	0.155495	-2.4349	0.109415	1.40852	0.027208
0.294808	0.0849839	0.517657	0.3	0.1	0.5	0.056901	-0.693782	0.158715	-2.436	0.108226	1.40658	0.026255
0.295284	0.0868592	0.514951	0.3	0.1	0.5	0.060215	-0.686607	0.161878	-2.4367	0.106639	1.40429	0.025186
0.295711	0.08843	0.512735	0.3	0.1	0.5	0.063162	-0.680296	0.16443	-2.43693	0.104985	1.4021	0.024202
0.29613	0.0898802	0.510735	0.3	0.1	0.5	0.066041	-0.67421	0.166694	-2.43685	0.103165	1.39982	0.023211
0.296539	0.0912177	0.508932	0.3	0.1	0.5	0.068849	-0.668364	0.168691	-2.43649	0.101212	1.39746	0.022218
0.296935	0.0924483	0.507311	0.3	0.1	0.5	0.071582	-0.66277	0.170439	-2.43591	0.099154	1.39504	0.021226
0.297316	0.0935782	0.505859	0.3	0.1	0.5	0.074236	-0.657439	0.171957	-2.43513	0.097017	1.39257	0.02024
0.297645	0.0945147	0.504684	0.3	0.1	0.5	0.076556	-0.652869	0.173143	-2.43431	0.095046	1.39033	0.019359
0.298029	0.0955609	0.503404	0.3	0.1	0.5	0.079299	-0.64758	0.174377	-2.43316	0.092598	1.38756	0.018296
0.298358	0.0964238	0.502376	0.3	0.1	0.5	0.081704	-0.643057	0.175311	-2.43202	0.090353	1.38505	0.017344
0.298668	0.0972093	0.501468	0.3	0.1	0.5	0.084024	-0.638803	0.176084	-2.43081	0.088106	1.38254	0.01641
0.29896	0.0979206	0.500669	0.3	0.1	0.5	0.086256	-0.634814	0.176708	-2.42955	0.08587	1.38005	0.015495
0.299231	0.0985636	0.499969	0.3	0.1	0.5	0.088402	-0.631088	0.177199	-2.42826	0.083658	1.37759	0.014601
0.299482	0.099142	0.499359	0.3	0.1	0.5	0.09046	-0.627616	0.177569	-2.42696	0.081478	1.37517	0.013731
0.299714	0.0996607	0.498832	0.3	0.1	0.5	0.092431	-0.624392	0.177831	-2.42565	0.07934	1.37279	0.012887
0.299906	0.10008	0.498421	0.3	0.1	0.5	0.094131	-0.621696	0.177984	-2.42449	0.077457	1.37069	0.012149
0.300119	0.100534	0.497995	0.3	0.1	0.5	0.096114	-0.618656	0.178074	-2.42309	0.075214	1.3682	0.011279
0.300294	0.100896	0.497673	0.3	0.1	0.5	0.097828	-0.616124	0.178076	-2.42184	0.073238	1.366	0.010518
0.300452	0.101214	0.497406	0.3	0.1	0.5	0.099458	-0.613805	0.17801	-2.42063	0.071323	1.36387	0.009786
0.300592	0.10149	0.49719	0.3	0.1	0.5	0.101006	-0.611688	0.177885	-2.41946	0.069475	1.36181	0.009085
0.300716	0.101728	0.497018	0.3	0.1	0.5	0.102475	-0.609763	0.177708	-2.41833	0.067693	1.35982	0.008414
0.300824	0.10193	0.496888	0.3	0.1	0.5	0.103865	-0.60802	0.177486	-2.41725	0.065981	1.35792	0.007774
