-0	0.1
0.000573	0.1
0.002274	0.1
0.010229	0.1
0.017031	0.1
0.026361	0.1
0.036177	0.1
0.04215	0.1
0.057761	0.1
0.077753	0.1
0.092777	0.1
0.108048	0.1
0.123238	0.1
0.139471	0.1
0.150734	0.1
0.165164	0.1
0.176943	0.1
0.187184	0.1
0.195669	0.1
0.202218	0.1
0.206687	0.1
0.208978	0.1
0.209037	0.1
0.206857	0.1
0.202477	0.1
0.195979	0.1
0.187493	0.1
0.177187	0.1
0.165269	0.1
0.151979	0.1
0.137586	0.1
0.122383	0.1
0.106676	0.1
0.090789	0.1
0.075049	0.1
0.059776	0.1
0.045287	0.1
0.031879	0.1
0.019827	0.1
0.009383	0.1
0.000766	0.1
-0.005843	0.1
-0.010306	0.1
-0.012525	0.1
-0.012451	0.1
-0.01008	0.1
-0.005456	0.1
0.001333	0.1
0.010151	0.1
0.020823	0.1
0.033134	0.1
0.046837	0.1
0.061656	0.1
0.077289	0.1
0.093419	0.1
0.109729	0.1
0.12587	0.1
0.141515	0.1
0.156341	0.1
0.170045	0.1
0.182343	0.1
0.192982	0.1
0.20174	0.1
0.208435	0.1
0.212925	0.1
0.215114	0.1
0.214953	0.1
0.212441	0.1
0.207623	0.1
0.200595	0.1
0.191497	0.1
0.180512	0.1
0.167857	0.1
0.15379	0.1
0.138594	0.1
0.122579	0.1
0.10607	0.1
0.089405	0.1
0.072923	0.1
0.056962	0.1
0.041853	0.1
0.029237	0.1
0.015396	0.1
0.004594	0.1
-0.004277	0.1
-0.011033	0.1
-0.015531	0.1
-0.017674	0.1
-0.017414	0.1
-0.014752	0.1
-0.009737	0.1
-0.002468	0.1
0.006911	0.1
0.018214	0.1
0.031212	0.1
0.045643	0.1
0.061215	0.1
0.077611	0.1
0.094498	0.1
0.111531	0.1
0.128362	0.1
0.144647	0.1
0.16005	0.1
0.174256	0.1
0.186968	0.1
0.197926	0.1
0.206903	0.1
0.21371	0.1
0.217863	0.1
0.22029	0.1
0.219919	0.1
0.217486	0.1
0.211867	0.1
0.204341	0.1
0.194665	0.1
0.183034	0.1
0.169681	0.1
0.154876	0.1
0.140557	0.1
0.122131	0.1
0.104856	0.1
0.087448	0.1
0.070264	0.1
0.053656	0.1
0.037963	0.1
0.023507	0.1
0.010588	0.1
-0.000528	0.1
-0.009609	0.1
-0.016466	0.1
-0.020954	0.1
-0.022976	0.1
-0.022486	0.1
-0.019489	0.1
-0.014043	0.1
-0.006252	0.1
0.003728	0.1
0.015697	0.1
0.029415	0.1
0.044604	0.1
0.060956	0.1
0.078138	0.1
0.095799	0.1
0.113582	0.1
0.131122	0.1
0.148061	0.1
0.16405	0.1
0.178761	0.1
0.19189	0.1
0.203165	0.1
0.212352	0.1
0.219259	0.1
0.22374	0.1
0.225699	0.1
0.225091	0.1
0.221923	0.1
0.216254	0.1
0.208196	0.1
0.197908	0.1
0.185597	0.1
0.171512	0.1
0.155939	0.1
0.139192	0.1
0.12161	0.1
0.103551	0.1
0.085384	0.1
0.067479	0.1
0.050203	0.1
0.033912	0.1
0.018941	0.1
0.005598	0.1
-0.005839	0.1
-0.01513	0.1
-0.022084	0.1
-0.026555	0.1
-0.028445	0.1
-0.027712	0.1
-0.024365	0.1
-0.018466	0.1
-0.010133	0.1
0.00047	0.1
0.013128	0.1
0.027587	0.1
0.043557	0.1
0.060714	0.1
0.078708	0.1
0.097176	0.1
0.115736	0.1
0.134011	0.1
0.151627	0.1
0.168222	0.1
0.183452	0.1
0.197004	0.1
0.208598	0.1
0.217994	0.1
0.224995	0.1
0.229452	0.1
0.23127	0.1
0.230406	0.1
0.226873	0.1
0.220737	0.1
0.21212	0.1
0.201191	0.1
0.18817	0.1
0.173319	0.1
0.156939	0.1
0.139361	0.1
0.120943	0.1
0.10206	0.1
0.083101	0.1
0.06445	0.1
0.046489	0.1
0.029587	0.1
0.014092	0.1
0.000327	0.1
-0.011427	0.1
-0.020924	0.1
-0.027967	0.1
-0.032405	0.1
-0.034144	0.1
-0.033142	0.1
-0.029415	0.1
-0.023032	0.1
-0.014121	0.1
-0.002858	0.1
0.010531	0.1
0.025777	0.1
0.042572	0.1
0.060591	0.1
0.07947	0.1
0.098807	0.1
0.118207	0.1
0.137276	0.1
0.155621	0.1
0.172864	0.1
0.188649	0.1
0.202651	0.1
0.21458	0.1
0.224189	0.1
0.231277	0.1
0.235694	0.1
0.237343	0.1
0.236186	0.1
0.23224	0.1
0.225581	0.1
0.21634	0.1
0.2047	0.1
0.190896	0.1
0.175203	0.1
0.157762	0.1
0.13927	0.1
0.119937	0.1
0.100158	0.1
0.080336	0.1
0.060878	0.1
0.042181	0.1
0.024629	0.1
0.008584	0.1
-0.005622	0.1
-0.017696	0.1
-0.027387	0.1
-0.034489	0.1
-0.038854	0.1
-0.040388	0.1
-0.039052	0.1
-0.03487	0.1
-0.027919	0.1
-0.01834	0.1
-0.006321	0.1
0.007897	0.1
0.024028	0.1
0.041743	0.1
0.060683	0.1
0.080466	0.1
0.100687	0.1
0.120935	0.1
0.140795	0.1
0.15986	0.1
0.177738	0.1
0.194062	0.1
0.208493	0.1
0.220731	0.1
0.23052	0.1
0.237659	0.1
0.241997	0.1
0.243438	0.1
0.241947	0.1
0.237549	0.1
0.230329	0.1
0.220426	0.1
0.208038	0.1
0.193418	0.1
0.176858	0.1
0.158693	0.1
0.139292	0.1
0.119047	0.1
0.098373	0.1
0.077692	0.1
0.057426	0.1
0.03799	0.1
0.019784	0.1
0.003185	0.1
-0.011465	0.1
-0.023864	0.1
-0.033753	0.1
-0.040926	0.1
-0.04523	0.1
-0.046572	0.1
-0.044917	0.1
-0.040295	0.1
-0.032794	0.1
-0.02256	0.1
-0.0098	0.1
0.005233	0.1
0.022233	0.1
0.040859	0.1
0.060732	0.1
0.081447	0.1
0.102583	0.1
0.123709	0.1
0.144391	0.1
0.164206	0.1
0.182748	0.1
0.199633	0.1
0.214514	0.1
0.227081	0.1
0.237074	0.1
0.244283	0.1
0.248554	0.1
0.249794	0.1
0.247973	0.1
0.24312	0.1
0.235328	0.1
0.224753	0.1
0.211605	0.1
0.196148	0.1
0.178696	0.1
0.159599	0.1
0.139245	0.1
0.118048	0.1
0.096439	0.1
0.074859	0.1
0.053751	0.1
0.033543	0.1
0.014654	0.1
-0.002526	0.1
-0.017644	0.1
-0.030384	0.1
-0.040483	0.1
-0.047728	0.1
-0.05168	0.1
-0.053101	0.1
-0.051108	0.1
-0.046019	0.1
-0.037933	0.1
-0.027009	0.1
-0.013464	0.1
0.002428	0.1
0.020347	0.1
0.039932	0.1
