-1.39626	0	-2.18166	1.5708	0	-2.18166
-1.34444	-0.006544	-2.18201	1.5708	0	-2.18166
-1.21257	-0.021119	-2.18301	1.5708	0	-2.18166
-1.02957	-0.03826	-2.18467	1.5708	0	-2.18166
-0.823854	-0.054337	-2.18696	1.5708	0	-2.18166
-0.605256	-0.06843	-2.18992	1.5708	0	-2.18166
-0.38893	-0.079731	-2.19339	1.5708	0	-2.18166
-0.175663	-0.088432	-2.19732	1.5708	0	-2.18166
0.023501	-0.094258	-2.20135	1.5708	0	-2.18166
0.208095	-0.09734	-2.20526	1.5708	0	-2.18166
0.378447	-0.09772	-2.20884	1.5708	0	-2.18166
0.529424	-0.095519	-2.21178	1.5708	0	-2.18166
0.666172	-0.090879	-2.21406	1.5708	0	-2.18166
0.787824	-0.084082	-2.21559	1.5708	0	-2.18166
0.895367	-0.075495	-2.21639	1.5708	0	-2.18166
0.989919	-0.065553	-2.21655	1.5708	0	-2.18166
1.07265	-0.054722	-2.21618	1.5708	0	-2.18166
1.14473	-0.043462	-2.2154	1.5708	0	-2.18166
1.20669	-0.032309	-2.21438	1.5708	0	-2.18166
1.26085	-0.0214	-2.21321	1.5708	0	-2.18166
1.30796	-0.011047	-2.21199	1.5708	0	-2.18166
1.34801	-0.001685	-2.21083	1.5708	0	-2.18166
1.38232	0.00664	-2.20978	1.5708	0	-2.18166
1.41164	0.013838	-2.20888	1.5708	0	-2.18166
1.43663	0.019872	-2.20816	1.5708	0	-2.18166
1.45789	0.024755	-2.2076	1.5708	0	-2.18166
1.47592	0.028533	-2.20722	1.5708	0	-2.18166
1.49119	0.031281	-2.20698	1.5708	0	-2.18166
1.50433	0.033117	-2.20688	1.5708	0	-2.18166
1.51488	0.03406	-2.20689	1.5708	0	-2.18166
1.52422	0.034318	-2.20697	1.5708	0	-2.18166
1.53184	0.03396	-2.20712	1.5708	0	-2.18166
1.53831	0.033097	-2.2073	1.5708	0	-2.18166
1.54373	0.031832	-2.2075	1.5708	0	-2.18166
1.54827	0.030258	-2.20771	1.5708	0	-2.18166
1.55206	0.02846	-2.20791	1.5708	0	-2.18166
1.5552	0.026532	-2.20809	1.5708	0	-2.18166
1.55789	0.024457	-2.20826	1.5708	0	-2.18166
1.56007	0.022412	-2.20841	1.5708	0	-2.18166
1.5619	0.020358	-2.20853	1.5708	0	-2.18166
1.56342	0.018353	-2.20862	1.5708	0	-2.18166
1.56468	0.016443	-2.20869	1.5708	0	-2.18166
1.56574	0.014593	-2.20875	1.5708	0	-2.18166
1.56662	0.012857	-2.20878	1.5708	0	-2.18166
1.56733	0.011276	-2.20879	1.5708	0	-2.18166
1.56793	0.009805	-2.20879	1.5708	0	-2.18166
1.56843	0.008463	-2.20878	1.5708	0	-2.18166
1.56884	0.007248	-2.20876	1.5708	0	-2.18166
1.56918	0.006158	-2.20874	1.5708	0	-2.18166
1.56946	0.005185	-2.2087	1.5708	0	-2.18166
1.56969	0.00431	-2.20866	1.5708	0	-2.18166
1.56988	0.003571	-2.20863	1.5708	0	-2.18166
1.57004	0.002907	-2.20858	1.5708	0	-2.18166
1.57017	0.002344	-2.20854	1.5708	0	-2.18166
1.57028	0.001856	-2.2085	1.5708	0	-2.18166
1.57037	0.001441	-2.20846	1.5708	0	-2.18166
1.57044	0.001091	-2.20842	1.5708	0	-2.18166
1.5705	0.000798	-2.20839	1.5708	0	-2.18166
1.57055	0.000556	-2.20835	1.5708	0	-2.18166
1.57059	0.000359	-2.20832	1.5708	0	-2.18166
1.57062	0.0002	-2.20829	1.5708	0	-2.18166
1.57065	7.4e-05	-2.20826	1.5708	0	-2.18166
1.57068	-2.4e-05	-2.20824	1.5708	0	-2.18166
1.57069	-9.8e-05	-2.20822	1.5708	0	-2.18166
1.57071	-0.000152	-2.2082	1.5708	0	-2.18166
1.57072	-0.000189	-2.20818	1.5708	0	-2.18166
1.57074	-0.000213	-2.20817	1.5708	0	-2.18166
1.57075	-0.000227	-2.20815	1.5708	0	-2.18166
1.57075	-0.000231	-2.20814	1.5708	0	-2.18166
1.57076	-0.000229	-2.20813	1.5708	0	-2.18166
1.57076	-0.000222	-2.20813	1.5708	0	-2.18166
1.57077	-0.000212	-2.20812	1.5708	0	-2.18166
1.57077	-0.000198	-2.20811	1.5708	0	-2.18166
1.57078	-0.000183	-2.20811	1.5708	0	-2.18166
1.57078	-0.000167	-2.20811	1.5708	0	-2.18166
1.57078	-0.000151	-2.20811	1.5708	0	-2.18166
1.57078	-0.000135	-2.20811	1.5708	0	-2.18166
1.57079	-0.00012	-2.20811	1.5708	0	-2.18166
1.57079	-0.000105	-2.20811	1.5708	0	-2.18166
1.57079	-9.1e-05	-2.20811	1.5708	0	-2.18166
1.57079	-7.8e-05	-2.20811	1.5708	0	-2.18166
1.57079	-6.6e-05	-2.20811	1.5708	0	-2.18166
1.57079	-5.6e-05	-2.20811	1.5708	0	-2.18166
1.57079	-4.6e-05	-2.20811	1.5708	0	-2.18166
1.57079	-3.8e-05	-2.20811	1.5708	0	-2.18166
1.57079	-3.1e-05	-2.20811	1.5708	0	-2.18166
1.57079	-2.4e-05	-2.20812	1.5708	0	-2.18166
1.57079	-1.9e-05	-2.20812	1.5708	0	-2.18166
1.57079	-1.4e-05	-2.20812	1.5708	0	-2.18166
1.57079	-1e-05	-2.20812	1.5708	0	-2.18166
1.57079	-7e-06	-2.20812	1.5708	0	-2.18166
1.57079	-4e-06	-2.20812	1.5708	0	-2.18166
1.5708	-2e-06	-2.20812	1.5708	0	-2.18166
1.5708	-0	-2.20812	1.5708	0	-2.18166
1.5708	1e-06	-2.20813	1.5708	0	-2.18166
1.5708	2e-06	-2.20813	1.5708	0	-2.18166
1.5708	3e-06	-2.20813	1.5708	0	-2.18166
1.5708	3e-06	-2.20813	1.5708	0	-2.18166
1.5708	4e-06	-2.20813	1.5708	0	-2.18166
1.5708	4e-06	-2.20813	1.5708	0	-2.18166
